ZE2020,year,energy_electricity_conso_nonres,energy_gas_conso_nonres,energy_electricity_pdl_nonres,energy_gas_pdl_nonres
3210,2018,1056765.5064292862,1736034.375831,7939.0,1795.0
3211,2018,1069283.5741354027,1473761.056808,14118.0,2461.0
3212,2018,1433957.0510661425,1278086.111485,11024.0,2428.0
3213,2018,7010147.689092834,5842030.547796,17030.0,2524.0
3214,2018,303867.84127759025,298727.373664,6135.0,802.0
3215,2018,1448168.675374423,1671174.5043259999,16494.0,3478.0
3216,2018,3158879.356898356,4334263.320652,59301.0,9265.0
3217,2018,1013385.9251363963,4982571.942654,14426.0,2881.0
3218,2018,1226336.963293636,1482841.254304,19999.0,3760.0
3219,2018,1093147.602739994,2888404.9380200002,10615.0,1590.0
3220,2018,1156553.2438434546,4408132.386333,15644.0,2672.0
3221,2018,573751.1930760073,1566773.976996,7729.0,1364.0
3222,2018,1780848.7748104944,6917913.776153,19693.0,3922.0
4401,2018,347409.3083574229,395022.238239,5787.0,801.0
4402,2018,642784.8655813471,645457.007954,8102.0,965.0
4403,2018,789847.2378898889,854024.970748,12021.0,2126.0
4404,2018,591562.774660414,329810.41154,11032.0,1243.0
4405,2018,1224506.116430258,1548474.38118,10525.0,1363.0
4406,2018,440057.4390428771,573251.500715,8823.0,1275.0
4407,2018,1922691.4157898128,1488347.090397,14550.0,2212.0
4408,2018,290656.47266723687,692606.6077899999,6869.0,1111.0
4409,2018,1112864.0,1393689.5281180001,1949.0,1781.0
4410,2018,1832904.629290755,1747584.805717,7932.0,4537.0
4411,2018,2347286.1416364047,10590376.134482,32737.0,5824.0
4412,2018,3065563.5150745856,9766619.484492,41817.0,5518.0
4413,2018,1499709.6013738972,3380554.922935,27445.0,3194.0
4414,2018,360464.64643527917,320910.94059,7429.0,1080.0
4415,2018,523590.1928359798,1437206.209665,6345.0,676.0
4416,2018,863052.7635001169,6837990.139768999,6597.0,1551.0
4417,2018,344147.85546309286,756713.374775,6410.0,1152.0
4418,2018,362037.13135672704,464800.398354,6142.0,732.0
4419,2018,574048.6301255751,410547.516758,6623.0,1058.0
4420,2018,579675.2085178847,648103.73445,7851.0,1380.0
4421,2018,676528.8807897385,529102.13043,7483.0,995.0
4422,2018,670530.7911169337,1087332.554329,6780.0,888.0
4423,2018,2881277.6584166745,3195563.31167,8271.0,1652.0
4424,2018,1501360.288580237,2299457.88393,21381.0,3275.0
4425,2018,895362.8476431227,1664792.923186,20100.0,2563.0
4426,2018,398576.12454090774,1002012.21725,6099.0,788.0
4427,2018,749295.7682293257,822021.537695,8344.0,1089.0
5201,2018,381392.8834276508,451514.729019,6336.0,383.0
5202,2018,1190778.9003949387,826833.36904,29024.0,3371.0
5203,2018,454631.15557019325,263807.51555,14003.0,847.0
5204,2018,149826.76669327432,169188.681851,3146.0,386.0
5205,2018,225903.37154912046,193984.460726,4023.0,319.0
5206,2018,924657.0341415601,728010.519033,13031.0,1545.0
5207,2018,472657.2349873814,504901.126722,10365.0,596.0
5208,2018,445230.5452852854,200267.016868,4892.0,625.0
5209,2018,232675.99208448478,317279.11169,4456.0,550.0
5210,2018,548791.1608462657,471275.18176,11800.0,1358.0
5211,2018,869931.8737884539,419147.781501,12632.0,1307.0
5212,2018,1434093.592525935,1436725.636334,22245.0,3211.0
5213,2018,680629.8267487691,633387.102871,8915.0,997.0
5214,2018,196055.50204044845,123834.80823,6106.0,728.0
5215,2018,442443.58071996935,428607.79983,7181.0,526.0
5216,2018,2885683.673524672,3200123.522039,66842.0,7433.0
5217,2018,240163.76639490065,122211.63222,5695.0,456.0
5218,2018,460206.8501940081,225890.348568,4197.0,411.0
5219,2018,1451182.3169949548,4045121.612616,21373.0,2543.0
5220,2018,347897.2364409006,158480.241178,8154.0,654.0
5221,2018,226867.46697937427,87704.63063,4432.0,266.0
5301,2018,246579.3124255185,133242.610761,9261.0,864.0
5302,2018,1224704.5740569087,1944859.871579,30024.0,2213.0
5303,2018,431901.0363804402,245182.765602,7808.0,327.0
5304,2018,296755.7678531982,259217.03230700002,7761.0,590.0
5305,2018,343838.4945926275,324115.36878,6199.0,594.0
5306,2018,200387.91552111186,206789.47561199998,4632.0,396.0
5307,2018,480988.4873389821,193024.64374,6327.0,226.0
5308,2018,302233.10060495004,564351.17564,9466.0,870.0
5309,2018,696535.3380087807,544163.229473,17405.0,2034.0
5310,2018,451648.27311498084,642661.77299,10559.0,841.0
5311,2018,421857.0277346126,233619.470866,5760.0,269.0
5312,2018,880795.8693058561,679650.331461,10149.0,808.0
5313,2018,1024198.8067118617,713554.781253,24256.0,2149.0
5314,2018,370573.1145048146,400987.861157,4184.0,323.0
5315,2018,2258803.752344443,2109328.928637,52077.0,4839.0
5316,2018,605723.5527948319,612805.013326,13655.0,1686.0
5317,2018,458029.426321871,349852.034039,14351.0,1562.0
5318,2018,677416.9254637191,342632.51425,19360.0,1554.0
5319,2018,681383.5315284395,449062.450047,6819.0,570.0
7501,2018,500443.1137566588,386101.6831398,12105.0,1421.0
7502,2018,829602.6106799801,825860.877429,18197.0,2309.0
7503,2018,1355626.596991884,535454.520574,39066.0,2904.0
7504,2018,354375.96805493167,652882.929305,9067.0,980.0
7505,2018,3860376.6013766467,2887884.8979848,89614.0,9146.0
7506,2018,304054.16898120404,143017.133053,2506.0,742.0
7507,2018,536711.3087777968,1420623.65568,11432.0,1402.0
7508,2018,471197.7031840114,233965.876023,5969.0,673.0
7509,2018,673830.8146754587,903647.625691,11937.0,1148.0
7510,2018,818171.5703363547,697148.201034,15980.0,855.0
7511,2018,282050.14632036386,188585.670064,13172.0,892.0
7512,2018,710033.6228119703,516930.170074,21428.0,1800.0
7513,2018,768981.9893343626,457349.304089,15057.0,1096.0
7514,2018,291452.85312641057,181855.4030232,6899.0,952.0
7515,2018,201640.68584967728,35956.0,6104.0,323.0
7516,2018,463836.37508551776,621603.6651808,10417.0,1272.0
7517,2018,902759.7775749791,776565.766422,24989.0,3137.0
7518,2018,373086.21388700453,328316.6833838,9391.0,770.0
7519,2018,673194.9559274896,256190.3720004,12978.0,1029.0
7520,2018,699365.2012765015,491781.28558,7359.0,1417.0
7521,2018,263206.21496340836,116803.30916179999,7843.0,442.0
7522,2018,1498823.792939673,1196884.9488846,27529.0,2968.0
7523,2018,609453.2888032318,564372.9050189999,16830.0,1929.0
7524,2018,960852.6124643484,647819.163209,24013.0,2189.0
7525,2018,193156.8391969532,120506.38041,6376.0,682.0
7526,2018,340895.8155587466,73165.408136,14068.0,698.0
7527,2018,484982.4907471448,1241759.116538,8760.0,708.0
7528,2018,296879.4517640566,164776.12668000002,11728.0,850.0
7529,2018,177907.18380066342,43250.49673,6621.0,423.0
7530,2018,358908.8105056994,231981.29219,3555.0,408.0
7531,2018,239778.89779493786,79709.98748,8457.0,438.0
7532,2018,308007.56031862326,361003.5863272,7864.0,652.0
7601,2018,253861.1201271046,81700.48018,9602.0,430.0
7602,2018,646213.7295825152,814432.2127568,17331.0,1244.0
7603,2018,436550.436219999,406898.408394,15047.0,1017.0
7604,2018,485384.6561024494,175178.2713306,16458.0,990.0
7605,2018,958573.8241548988,333074.834665,4991.0,327.0
7606,2018,633681.3978179441,417017.57752500003,18682.0,989.0
7607,2018,204872.56868174692,67412.92369,7942.0,511.0
7608,2018,518340.3175168942,622326.3918436,15494.0,1428.0
7609,2018,234699.53303056295,112364.321749,6484.0,369.0
7610,2018,533653.6603099166,281901.1460416,13480.0,987.0
7611,2018,361339.9019667668,191800.47744000002,9820.0,877.0
7612,2018,424477.2856114303,274106.1273452,11892.0,907.0
7613,2018,272427.41666532354,,11342.0,
7614,2018,215339.9403797354,93881.61501,8423.0,561.0
7615,2018,538311.8367927421,266402.9804308,13886.0,1010.0
7616,2018,1965479.473387531,806573.182496,64596.0,3666.0
7617,2018,497180.4485886975,136863.14301,14203.0,666.0
7618,2018,1069940.7624359913,741418.972917,27584.0,2112.0
7619,2018,238075.60825175914,,5589.0,
7620,2018,1322945.116797314,409558.3969952,43562.0,1566.0
7621,2018,499693.11839069263,297321.1105022,19351.0,1200.0
7622,2018,426051.65218759404,604337.448339,13105.0,1120.0
7623,2018,310353.64698214445,119507.08678,9908.0,615.0
7624,2018,968484.380874618,988463.5910528,24759.0,2572.0
7625,2018,3908582.6775272973,2286528.4783684,94443.0,8514.0
8401,2018,1157281.6438802555,856828.189417,23513.0,2708.0
8402,2018,399640.97742232017,371428.905892,11753.0,624.0
8403,2018,240938.67255895562,148890.47865,9186.0,887.0
8404,2018,148362.81387082816,58801.043693,4327.0,252.0
8405,2018,1298012.6436225558,1089699.134193,20896.0,2417.0
8406,2018,1064556.3842220816,599760.381049,15658.0,1733.0
8407,2018,1001762.1447672878,1067287.155638,23337.0,2641.0
8408,2018,1798151.3781847577,1801182.369356,39745.0,5105.0
8409,2018,4423622.579433138,2020654.1216870002,55667.0,3290.0
8410,2018,537674.7576997997,495096.29499,8555.0,792.0
8411,2018,2900262.1675402587,410143.43749599997,8351.0,140.0
8412,2018,257979.77941648295,189593.119129,7423.0,993.0
8413,2018,2476109.366509155,387642.321553,28291.0,542.0
8414,2018,583722.6761732611,235000.82484,8530.0,735.0
8415,2018,597797.916738968,295680.62116,13356.0,1051.0
8416,2018,2625724.948555984,663527.14017,28119.0,2579.0
8417,2018,412325.3263770627,576318.971263,8497.0,889.0
8418,2018,389115.50101357384,171931.67199,9905.0,526.0
8419,2018,370066.4569556389,320375.284819,15127.0,1069.0
8420,2018,595048.8689594497,178569.90341,8154.0,589.0
8421,2018,5757906.843763979,7057357.459249,93124.0,10754.0
8422,2018,442424.59115807636,173172.72665,8526.0,619.0
8423,2018,565078.2917057563,776497.096927,10918.0,1471.0
8424,2018,368308.39275685983,259228.67058,9361.0,985.0
8425,2018,509505.29430156946,181081.74174,5108.0,657.0
8426,2018,481507.56563773187,606110.16621,10478.0,1816.0
8427,2018,345756.8983310777,202931.9448,7552.0,944.0
8428,2018,2057306.7939807777,3020919.787093,41236.0,6951.0
8429,2018,125136.26795357162,,6785.0,
8430,2018,199752.07128730565,234120.978515,4687.0,800.0
8431,2018,1164051.6342761302,832073.6179,24302.0,2921.0
8432,2018,523730.31905431964,1837126.537129,14008.0,1609.0
8433,2018,1648029.6766721325,3909487.380516,18309.0,2045.0
8434,2018,627418.6823343211,491479.117923,14530.0,1803.0
8435,2018,611427.2348990426,523663.975629,15222.0,1187.0
9301,2018,1484110.5709682617,2039659.555119,36130.0,1762.0
9302,2018,225484.95752938653,,5913.0,
9303,2018,246037.2920070373,39904.43209,8352.0,226.0
9304,2018,1593878.1642922796,748146.06267,46653.0,2946.0
9305,2018,228972.93224700892,389986.546038,6592.0,460.0
9306,2018,565818.9560339098,379918.918821,10710.0,629.0
9307,2018,415584.6167304557,222223.10668199998,9812.0,397.0
9308,2018,263582.5920170789,79379.76558,8416.0,341.0
9309,2018,386946.9518239986,184067.22785,13468.0,525.0
9310,2018,336942.6183747677,105308.89269000001,13047.0,639.0
9311,2018,351463.89255870105,155630.949042,8283.0,275.0
9312,2018,1663971.8355285435,675409.900226,26964.0,1280.0
9313,2018,5325394.321215353,21327715.341927,22396.0,1202.0
9314,2018,216524.37876216258,68287.07539,9401.0,493.0
9315,2018,1920920.0398797512,881168.067928,60100.0,4342.0
9316,2018,408548.00504876685,275795.76484200003,5439.0,365.0
9317,2018,326018.00560050254,,11482.0,
9318,2018,1427144.590308315,581804.71617,55995.0,2653.0
9401,2018,307636.219,,13761.0,
9402,2018,284253.417,,14247.0,
9403,2018,84278.251,,5379.0,
9404,2018,37792.591,,2040.0,
9405,2018,59585.496,,2573.0,
9406,2018,132748.164,,6978.0,
9407,2018,43189.684,,2430.0,
0051,2019,408354.31392283225,487333.67624,9396.0,1168.0
0052,2019,712119.4839577847,460822.61608,12635.0,903.0
0053,2019,1093540.5475405366,831083.93073,24376.0,1722.0
0054,2019,1123164.1123251105,1381244.05495,15672.0,1866.0
0055,2019,791819.8020930189,174218.51601,5806.0,399.0
0056,2019,254519.65358847062,137178.13376,7431.0,456.0
0057,2019,342286.97067393176,255343.55091,5449.0,755.0
0058,2019,563920.9342994174,934145.71445,5789.0,885.0
0059,2019,694166.775356977,695473.10247,13938.0,2158.0
0060,2019,601085.5377663617,572116.3262,13601.0,1811.0
0061,2019,314923.2445647339,270898.07331,5230.0,497.0
0062,2019,341894.0196711696,259669.98125999997,5771.0,264.0
0063,2019,353882.2554539072,140296.87897,12230.0,334.0
0064,2019,167665.47847745658,33512.5961,6185.0,227.0
0101,2019,25301.987999999998,,969.0,
0102,2019,84603.86,,3246.0,
0103,2019,16268.493,,856.0,
0104,2019,555854.875,,17695.0,
0105,2019,105035.437,,4383.0,
0201,2019,78023.473,,2770.0,
0202,2019,483040.114,,12143.0,
0203,2019,21230.868000000002,,852.0,
0204,2019,32703.765,,1398.0,
0205,2019,63320.447,,2580.0,
0206,2019,108823.299,,4325.0,
0301,2019,286973.92,,7053.0,
0302,2019,51833.088,,1612.0,
0303,2019,174176.64,,1560.0,
0401,2019,157538.543,,5131.0,
0402,2019,448714.49,,11363.0,
0403,2019,405441.722,,12851.0,
0404,2019,501820.594,,14597.0,
0601,2019,163132.722,,5752.0,
1101,2019,1477568.2528563594,1374727.76938,29638.0,3665.0
1102,2019,152527.71065010995,152580.12322,4289.0,397.0
1103,2019,301289.24141949613,256765.58482000002,5411.0,913.0
1104,2019,2061137.3602529445,1443698.89722,28275.0,3588.0
1105,2019,1114714.7071451703,1507545.13385,12675.0,1768.0
1106,2019,1753479.38530942,1076304.46417,26297.0,3183.0
1107,2019,630670.876663503,829973.45328,11162.0,1454.0
1108,2019,1058482.362029491,4875198.61981,11454.0,1403.0
1109,2019,14245772.976988295,14321166.52091,274184.0,28370.0
1110,2019,149133.23135144648,95974.05865,3826.0,374.0
1111,2019,217799.71589328084,114513.20477,4603.0,505.0
1112,2019,2691214.8947212654,2346075.91071,42122.0,5235.0
1113,2019,2234913.915069252,1688949.58213,30844.0,3397.0
1114,2019,2969975.8778573275,2261652.70849,43458.0,5206.0
1115,2019,2160945.422813671,2046562.22449,36613.0,4096.0
2401,2019,673937.7467228825,402006.42696,13394.0,1691.0
2402,2019,692965.1417629289,487342.51406,16005.0,1996.0
2403,2019,896263.7992427173,695099.09726,9555.0,1811.0
2404,2019,228926.65285784588,112159.90461,5340.0,531.0
2405,2019,815582.7832180852,817732.03715,17111.0,1783.0
2406,2019,159039.42995242705,169722.32433,4036.0,343.0
2407,2019,526560.773209451,1176074.74061,6741.0,771.0
2408,2019,167086.25977429838,494320.85814,5218.0,393.0
2409,2019,493756.0442651891,638895.97321,9086.0,1014.0
2410,2019,1689873.6190915846,2417986.2567000003,31661.0,3920.0
2411,2019,393117.2296315461,442574.64648,5396.0,439.0
2412,2019,323961.3826885662,215109.42651,7496.0,879.0
2413,2019,1700053.510751179,1448377.95643,39093.0,4825.0
2414,2019,237737.73516068753,189362.60334,5262.0,592.0
2415,2019,152921.87705636298,119026.5767,3540.0,512.0
2701,2019,227193.06438660756,122985.55865,4056.0,556.0
2702,2019,770746.5972368881,572433.79471,15236.0,2106.0
2703,2019,245433.9454486127,57920.10816,5542.0,224.0
2704,2019,396380.35884756263,275935.1322,7701.0,1739.0
2705,2019,672594.5136928215,802305.31243,12701.0,2159.0
2706,2019,1075689.481786797,829941.79787,24524.0,2917.0
2707,2019,766497.5192957824,1284777.79005,13079.0,2079.0
2708,2019,392701.1444136062,516774.28605,7504.0,1241.0
2709,2019,274805.9441242897,253405.02779,5744.0,559.0
2710,2019,572917.8995968449,724694.87314,7356.0,1463.0
2711,2019,1414310.3553285988,1295994.17498,30590.0,4347.0
2712,2019,1223292.5917663383,2277640.67517,5905.0,829.0
2713,2019,677845.885436821,556918.57309,14169.0,1741.0
2714,2019,744574.6167843079,1040898.61084,11933.0,1807.0
2715,2019,395523.2432795341,212151.33015,11251.0,737.0
2716,2019,240789.25479943337,106931.88441,5436.0,502.0
2717,2019,540940.159097132,299464.74375,7193.0,1109.0
2718,2019,499884.5301155479,414914.22478,8001.0,1131.0
2801,2019,143721.7534440476,121013.45496999999,3408.0,303.0
2802,2019,400802.81386545487,315626.9082,9070.0,676.0
2803,2019,249347.60725161998,193031.19991999998,4825.0,588.0
2804,2019,1711477.3383297946,1535709.63128,40272.0,4438.0
2805,2019,1272577.930526537,399548.18705,14103.0,1276.0
2806,2019,210213.3085290156,128632.82902,5703.0,466.0
2807,2019,541933.9287698823,745964.99934,10966.0,1198.0
2808,2019,646279.6312744621,684430.84116,11512.0,1717.0
2809,2019,433238.6200633489,350137.12042,7694.0,729.0
2810,2019,145036.3075203385,173587.31999000002,4810.0,503.0
2811,2019,409137.818984315,344740.51248000003,10391.0,1124.0
2812,2019,259527.46400023063,129451.46706000001,3529.0,268.0
2813,2019,2848230.8577329614,15424634.72246,23189.0,2722.0
2814,2019,265360.94149984955,339772.89644,5737.0,736.0
2815,2019,3176451.739982522,7087485.49295,44988.0,6576.0
2816,2019,438100.23709140223,654965.99248,8101.0,881.0
2817,2019,450622.48081976944,952343.34366,7826.0,1138.0
2818,2019,178068.13424615544,150066.28495,3613.0,281.0
2819,2019,1290048.319980184,7149264.937270001,7050.0,782.0
3201,2019,291451.2037840477,194250.18437,7804.0,804.0
3202,2019,1599066.5940597807,2545371.29184,23648.0,3727.0
3203,2019,762363.6611230561,1145965.16381,11781.0,1883.0
3204,2019,480096.32460501656,487270.1689,10594.0,1464.0
3205,2019,1351703.0265617003,4295143.26932,13673.0,2450.0
3206,2019,660038.336083814,1322802.44847,11394.0,1623.0
3207,2019,1068779.5176676915,600109.5154800001,8390.0,1405.0
3208,2019,576013.0478651972,623975.0565,8911.0,2041.0
3209,2019,377273.5798983437,242397.90328,4546.0,563.0
3210,2019,1025938.33511309,1709626.08967,7855.0,1802.0
3211,2019,1007071.5028447142,1420384.77316,14025.0,2455.0
3212,2019,1324495.68988907,1216712.14691,10862.0,2420.0
3213,2019,7376032.4967110045,7175109.503869999,16830.0,2524.0
3214,2019,299272.111829532,322048.42313,6112.0,810.0
3215,2019,1461473.146512596,1671725.1475199999,16666.0,3453.0
3216,2019,3155647.9973228304,4183300.31171,59560.0,9215.0
3217,2019,1008254.1405552073,5508762.7802,14312.0,2859.0
3218,2019,1190390.4260730962,1412443.77737,19836.0,3726.0
3219,2019,1184165.9482287802,2907757.74595,10684.0,1589.0
3220,2019,1137394.2942534222,4293885.01983,14414.0,2723.0
3221,2019,594507.3678939249,1421022.18275,7794.0,1367.0
3222,2019,1606273.5887259834,7314468.832330001,19359.0,3928.0
4401,2019,346507.3932160727,403892.37771000003,5752.0,792.0
4402,2019,640409.7100654503,608275.4575199999,8040.0,963.0
4403,2019,785025.5347244223,856422.65203,12106.0,2127.0
4404,2019,589607.7030379741,327463.21518,10957.0,1232.0
4405,2019,1218560.9995035417,1533909.10949,10476.0,1346.0
4406,2019,438082.06987433654,617848.70143,8871.0,1278.0
4407,2019,1889113.1391423272,1330525.55758,14615.0,2211.0
4408,2019,289309.60716652335,796751.6484300001,6758.0,1116.0
4409,2019,1237365.0,1415305.8716,13282.0,2474.0
4410,2019,1767330.1737876404,1668848.47887,8269.0,4524.0
4411,2019,2249318.447482955,9756828.389109999,32567.0,5669.0
4412,2019,2999175.4513064567,11665258.96968,41465.0,5518.0
4413,2019,1489593.0809330682,3052908.03591,26369.0,3186.0
4414,2019,341263.35768795095,320267.42102,7522.0,1080.0
4415,2019,525246.1233537557,1294540.81401,6259.0,672.0
4416,2019,833641.9256870325,8838967.15725,6618.0,1558.0
4417,2019,342098.3824644531,763396.24111,6361.0,1149.0
4418,2019,354142.25555465865,233351.69574,6374.0,376.0
4419,2019,595480.0217168393,417405.89588,7938.0,1059.0
4420,2019,583693.935265013,673842.73017,7737.0,1374.0
4421,2019,679782.4475390775,569940.21455,7450.0,986.0
4422,2019,666953.0269300115,1125137.7160800002,7273.0,1078.0
4423,2019,3160770.3829236366,4193394.75629,42883.0,12681.0
4424,2019,1451117.3782439057,2107152.14565,21338.0,3275.0
4425,2019,906335.47457919,1453516.72728,20211.0,2543.0
4426,2019,395733.1302711911,950079.68734,6086.0,792.0
4427,2019,749467.973130452,864339.03101,8424.0,1075.0
5201,2019,396306.6480637684,494562.74569999997,6684.0,373.0
5202,2019,1211566.541236689,803392.79604,29638.0,3349.0
5203,2019,445199.11938714876,288695.10181,14066.0,851.0
5204,2019,211065.66484536414,231219.00638,3645.0,388.0
5205,2019,224114.77070328823,189689.01626,3910.0,319.0
5206,2019,933119.6106022489,730765.3304,12848.0,1535.0
5207,2019,471972.97362685343,506866.48765,10376.0,597.0
5208,2019,446545.79802584386,208001.24399,4947.0,617.0
5209,2019,234359.64001527717,310356.15453,4446.0,548.0
5210,2019,551752.4733435103,500612.44942,11848.0,1355.0
5211,2019,869612.9553570194,427706.15689,12726.0,1298.0
5212,2019,1342991.6653318692,1083886.78957,22280.0,3184.0
5213,2019,875400.4872220005,619614.3677,9972.0,986.0
5214,2019,276650.59538009885,137600.99544,8524.0,721.0
5215,2019,443816.0103285878,400687.32814,7161.0,516.0
5216,2019,2858595.7964860327,3224698.35172,67618.0,7443.0
5217,2019,240645.58238481102,118452.4755,5699.0,451.0
5218,2019,470960.2234948737,221499.1253,4191.0,411.0
5219,2019,1388675.7985110087,7220482.39461,21601.0,2532.0
5220,2019,360284.1708090124,159164.66878,8251.0,651.0
5221,2019,224693.58874533486,85263.94002,4399.0,269.0
5301,2019,248054.12997925628,132371.83544,9208.0,862.0
5302,2019,1227584.5805341576,1912419.71815,29872.0,2202.0
